Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
QG3812	UNKNOWN		UNKNOWN	33361921	33066715	6410261	12.4203	32477527	731514	21965	7190	5336	4524	4251	4031	3966	3932	4229	3728	3490	3378	3573	3945	4459	3036992	2443040	1825167	1309563	943388	566082	382569	236106	148481	101374	
QG3817	UNKNOWN		UNKNOWN	27567630	27271445	5123914	9.93013	26872520	597087	18090	5878	4658	3613	3520	3069	3139	2836	3362	2506	2074	1974	1983	2351	2479	2451671	1994791	1494953	1084867	792906	463436	322837	198818	124475	85269	
QG3818	UNKNOWN		UNKNOWN	28624224	26490437	5829440	6.21354	27897940	633322	20575	7341	5085	3774	3474	3005	2864	2644	2527	2054	1707	1570	1706	1936	2262	2373352	1994812	1568037	1223042	1010891	724415	615110	465066	326000	222395	
QG3821	UNKNOWN		UNKNOWN	30859566	30643121	5096050	9.18602	30016421	730216	24948	8048	5665	4588	3943	3642	3593	3555	4082	3157	2396	2034	2182	2165	2193	2857626	2318447	1770232	1290905	934872	593233	395474	243128	154983	104741	
QG3824	UNKNOWN		UNKNOWN	26056447	25845330	4065454	9.9492	25331775	631339	22144	7346	5148	4019	3558	3125	3323	3170	3513	2720	2200	1801	1785	1765	1871	2334082	1884526	1431389	1047541	752648	476959	316715	193517	126751	92193	
QG3828	UNKNOWN		UNKNOWN	35559357	35215056	7583187	8.70541	34644398	798757	26251	8419	6026	4814	4143	3762	3971	3708	4088	2853	2109	1828	1889	2216	2497	3174842	2581338	1938015	1403014	1010092	598040	407099	250522	163005	120305	
QG3829	UNKNOWN		UNKNOWN	58177616	57836681	4774344	19.453	56570316	1334710	39570	13308	10777	10698	10505	10238	10847	11201	12072	10743	9462	9099	8919	8985	8867	5345915	4195942	3096809	2190473	1541243	957882	609691	362388	223456	148241	
QG3831	UNKNOWN		UNKNOWN	36998930	36685711	6356603	8.7376	36005290	865673	29330	9694	6970	5390	4803	4018	4168	3598	3516	3223	2795	2443	2421	2569	2852	3271872	2669236	2028935	1482047	1079411	671378	458876	287632	188097	137135	
QG3834	UNKNOWN		UNKNOWN	22813615	22538578	4021724	9.08627	22238488	495699	16752	5902	4196	3135	2866	2579	2536	2306	2287	1843	1367	1362	1507	1686	1882	1929109	1586731	1199046	873998	651035	380076	272464	172910	111061	78955	
QG3839	UNKNOWN		UNKNOWN	28899663	28618455	5205090	12.59	28132871	633826	19905	6961	5092	4271	4016	3910	4051	3953	4665	3438	2851	2791	3112	3260	3679	2609055	2133995	1614915	1170227	860337	512637	354410	218718	139866	98972	
QG3843	UNKNOWN		UNKNOWN	23540528	21760681	4209498	10.4655	22934420	510908	15083	4784	3520	2883	2952	2528	2404	2365	2448	2119	2141	2126	2345	2781	2908	2097481	1740250	1316225	958360	706008	411687	294133	197069	138788	111334	
QG3845	UNKNOWN		UNKNOWN	37581039	37161389	2741067	11.4756	36683101	761498	22926	8033	6351	5395	5106	4903	4639	4849	4913	4525	4417	4594	4620	4705	4795	3447634	2891825	2222195	1642070	1249172	731670	529046	341072	220269	152782	
QG3847	UNKNOWN		UNKNOWN	27052204	26821306	4252348	7.55045	26321517	649313	22531	7213	5199	3995	3464	2941	3047	2673	2744	2192	1802	1462	1305	1422	1478	2476489	2022900	1553696	1145781	826742	523797	353828	218705	142883	101540	
QG3848	UNKNOWN		UNKNOWN	32211484	31977318	6947683	10.5978	31384263	703643	22754	7134	5513	4406	4031	3823	3687	3496	3549	3012	2711	2674	2871	3138	3510	2906202	2370696	1776948	1281715	933337	549783	378533	235057	148910	102962	
QG3849	UNKNOWN		UNKNOWN	20638822	20498305	3911244	13.5789	20084623	454070	13605	4651	3483	3071	2977	2749	2829	2941	3234	2467	2218	2170	2374	2676	3026	1870114	1514273	1134788	821459	596850	354376	240282	146758	93408	67133	
QG3850	UNKNOWN		UNKNOWN	24531501	24098997	2642096	13.4066	23893898	525198	16671	5567	4370	3774	3574	3452	3709	3468	3508	3295	3111	3021	3122	3392	3872	2175669	1798531	1370784	1015667	764582	461217	334174	217506	141000	96265	
QG3852	UNKNOWN		UNKNOWN	25123294	24962836	4864566	12.1629	24473984	539762	16478	5822	4363	3440	3268	2785	2949	2957	3369	2844	2551	2468	2747	2930	3385	2254783	1839546	1381480	1000504	727168	426377	292560	181062	114558	79196	
QG3856	UNKNOWN		UNKNOWN	41110109	40615651	3215218	16.9971	39955737	970826	29681	10534	8289	7569	7409	6922	7341	7371	7475	6803	6382	5985	5966	5911	5839	3756043	2982034	2241945	1617757	1158729	720730	469404	281436	174756	118866	
QG3862	UNKNOWN		UNKNOWN	26074002	24493832	5279850	10.2824	25420404	558658	17808	6019	4596	3736	3415	3185	3409	3164	3652	2629	1903	1589	1760	2012	2424	2193224	1787526	1344739	991353	742752	468388	372204	297583	256500	229217	
QG3863	UNKNOWN		UNKNOWN	26935681	24435678	5655545	6.83957	26254596	599502	18074	5921	4295	3317	2805	2630	2766	2367	2871	1864	1453	1171	1400	1501	1799	2241588	1840433	1420580	1073267	839396	563470	452241	331521	242554	185152	
QG3868	UNKNOWN		UNKNOWN	20219284	20056734	3091141	9.55468	19671504	475951	15353	4966	3643	3007	2669	2284	2331	2312	2456	2098	1778	1453	1498	1600	1576	1881459	1521616	1153352	840303	600925	381207	251922	154234	97030	64287	
QG3871	UNKNOWN		UNKNOWN	54557974	54005888	4689878	14.2061	53047160	1297262	41099	13277	10283	8905	8315	7814	8120	8345	8390	7473	6888	6429	6201	6297	6338	5023532	3983978	2968367	2127279	1508390	954980	618835	374975	237754	163261	
QG3872	UNKNOWN		UNKNOWN	26999089	26743294	4815718	10.8476	26258978	638120	20763	6860	5217	4048	3684	3361	3479	3493	4303	3188	2460	2057	2090	1993	2252	2466300	1977973	1500650	1093086	784834	494787	329845	201012	126851	85909	
QG3873	UNKNOWN		UNKNOWN	93385130	92583185	7686686	13.0729	90849544	2180936	71786	23768	18082	14957	14365	13098	13819	13325	13666	12718	11455	10592	10187	10444	10238	9005486	7168668	5376408	3853857	2717331	1709017	1104652	662232	413931	278578	
QG3877	UNKNOWN		UNKNOWN	59307794	58587493	4647735	15.6766	57661410	1393472	42295	14007	11207	10378	9543	8938	9352	9437	9752	9290	8415	8195	8117	8122	8114	5521492	4374082	3262490	2345003	1662273	1046697	679474	403987	254099	169761	
QG3880	UNKNOWN		UNKNOWN	19846515	19652246	3585378	8.99641	19345708	435797	13815	4538	3465	2690	2442	2164	2223	1874	2149	1673	1421	1288	1310	1495	1658	1768504	1451111	1096669	798964	584561	343857	237026	149477	95339	65405	
QG4629	UNKNOWN		UNKNOWN	83073508	81220322	11709150	7.95531	81158468	1628754	47730	16860	12353	9611	8877	8019	7599	7628	7395	7067	6830	6390	6525	6890	7076	7280660	6162657	4768245	3584388	2749936	1595711	1182794	780509	521063	380722	
QG4646	UNKNOWN		UNKNOWN	43409336	42860213	8329586	8.89371	42498545	771156	24178	8014	5936	5243	4888	4173	4473	4157	4303	4323	4670	4430	4324	4516	4811	3889923	3369944	2630162	1982043	1543945	860642	635384	409326	259990	187142	
QG4653	UNKNOWN		UNKNOWN	83300290	82210012	11788885	8.93613	81351596	1646019	57384	18503	13302	11545	10511	9855	9285	8885	9241	7940	7148	6691	6644	7079	7563	7425681	6284159	4854934	3613750	2768093	1583330	1132010	715772	469856	350211	
QG4659	UNKNOWN		UNKNOWN	110844721	109167289	18615275	8.41456	108264505	2201553	74572	23415	16224	13052	11684	10002	10176	9474	9681	9206	9009	8597	8735	9480	10130	9882965	8234677	6276092	4626244	3450291	1985369	1399549	882644	573399	416766	
QG4669	UNKNOWN		UNKNOWN	78216790	76861024	10740363	8.80501	76412363	1525752	44961	15564	12019	9776	8888	8115	7991	7779	7437	7141	7034	6803	7197	7438	7861	6995019	5943661	4595414	3442048	2621393	1490544	1069985	679205	433719	307964	
QG4671	UNKNOWN		UNKNOWN	87453709	85981929	17486322	11.1684	85424315	1698817	55890	19689	14095	12293	10813	10374	10232	9655	10128	9412	9138	9155	9367	9884	10241	7235735	6106366	4695559	3514206	2717557	1511980	1103167	710658	452015	315656	
QG4672	UNKNOWN		UNKNOWN	86380060	84739839	17037846	7.10834	84488506	1659360	46989	16830	12360	9462	8361	7325	7161	6799	6532	6076	6023	5665	5976	6303	6534	7603263	6423932	4931130	3671927	2795123	1589931	1165166	761646	482552	335459	
QG4694	UNKNOWN		UNKNOWN	82618588	81466451	11086747	7.59054	80675617	1675129	50598	17422	12550	10337	9479	7837	7769	7403	7022	6360	6093	5632	5873	6550	6629	7511180	6326156	4872681	3635790	2729218	1554168	1094064	687541	440041	321542	
QG4695	UNKNOWN		UNKNOWN	110276681	108330317	16470585	10.6091	107711951	2120720	62793	22190	16775	13831	12996	11810	11875	11926	12410	12019	12683	11662	11934	12646	13457	9608686	8127431	6248593	4672264	3565868	2019865	1458785	942050	609793	433749	
QG4696	UNKNOWN		UNKNOWN	98550598	96431618	13447842	7.60409	96284145	1956032	58765	20920	15569	11719	10941	9662	9481	8872	8745	7877	7479	6958	7133	7427	7681	8710730	7375104	5717400	4301351	3285482	1890836	1378119	892510	584134	425426	
QG4702	UNKNOWN		UNKNOWN	48623319	48020264	9983296	9.03236	47586854	895770	30488	10202	7481	6125	5426	5165	5016	4537	4899	4466	4100	3949	3884	3978	3873	4061890	3445111	2638651	1961484	1516709	834192	613597	395617	254909	188732	
QG4713	UNKNOWN		UNKNOWN	110122304	108540124	21441749	8.94077	107563888	2191963	72661	24541	17135	14636	12715	11223	10967	10394	10363	9531	8922	8664	9122	9356	9282	9503390	7946541	6070893	4506408	3388105	1908139	1346146	851912	552210	412578	
QG4714	UNKNOWN		UNKNOWN	61716709	60857574	12711245	9.28681	60317869	1196796	36179	12751	9496	8004	7142	6342	6108	6165	6098	5798	5788	5331	5553	5960	6075	5354593	4528691	3489129	2607537	1983825	1102806	788994	497676	324110	247524	
QG4730	UNKNOWN		UNKNOWN	60180823	59063199	12521534	6.15559	58888602	1145027	33414	12361	8825	6602	5845	5195	4670	4323	4057	3696	3569	3258	3373	3431	3583	5296434	4482599	3443072	2569140	1967832	1111205	817157	530666	339151	239050	
QG4739	UNKNOWN		UNKNOWN	105262633	103059278	16430755	11.8252	102644275	2123810	72760	23709	17144	14771	14528	13401	13214	12988	15754	13016	11923	11648	12488	13370	14124	9141023	7729231	5984120	4476590	3434101	1966204	1399182	885514	570879	417437	
QG4740	UNKNOWN		UNKNOWN	85418439	84238228	21255688	6.80265	83583722	1623798	46774	16898	12447	9403	8459	7206	6851	6320	6384	5450	5183	4955	4987	5175	5316	7411661	6234848	4748987	3513786	2651289	1463524	1052043	661881	411258	296126	
QG4741	UNKNOWN		UNKNOWN	42905213	42167802	8188948	12.772	41885347	838157	27588	9378	7223	5792	5614	5222	5323	5520	5651	5713	5767	5738	5604	6104	6169	3571487	3037526	2348807	1763265	1374509	778628	570892	370690	237448	169068	
QG4754	UNKNOWN		UNKNOWN	55629257	54959941	12702900	10.1662	54425137	1019389	29723	10370	7631	6457	5997	5918	5573	5764	5683	5776	5805	5712	5926	6020	6133	4810192	4082160	3141579	2332825	1786470	989926	717332	456751	290878	211260	
QG4759	UNKNOWN		UNKNOWN	40407788	39889021	9131823	13.2093	39481068	764929	24560	7691	5571	4761	4669	4408	4561	4778	5446	4868	4982	5023	5348	5529	5685	3443406	2867266	2173413	1588921	1190494	664780	463147	287260	177247	127351	
QG4779	UNKNOWN		UNKNOWN	50097195	49191952	10049621	12.8268	48966323	909473	27831	9890	7568	6692	6043	5817	6161	6535	6886	7092	7434	7720	7947	8077	8369	4369087	3768106	2936031	2224072	1745860	972722	714928	467838	297264	208888	
QG4780	UNKNOWN		UNKNOWN	76879440	75409248	9335100	11.0153	74996218	1532524	52480	16711	12667	10720	10603	9845	9771	9628	11103	9808	8605	8659	8820	9369	9674	6864802	5853726	4566370	3438929	2653623	1533455	1104757	705876	455908	333090	
QG4781	UNKNOWN		UNKNOWN	179131243	176544068	41660756	12.792	174806799	3447219	102019	36616	26058	22630	21383	20333	20615	21428	22355	24693	27326	26873	28999	30884	33052	16332222	13898980	10766233	8063309	6165911	3542397	2549461	1645635	1057426	761250	
QG4782	UNKNOWN		UNKNOWN	60408666	59558506	13477885	9.18269	59034829	1171169	37769	12699	8654	7307	6467	5699	5691	5434	5535	5550	5650	5550	5728	5971	6458	5241201	4433526	3411107	2544914	1925901	1092832	785428	498659	316549	231740	
QG4817	UNKNOWN		UNKNOWN	94761527	92952765	13854428	6.45018	92522639	1950962	66380	20281	14032	11114	9933	8516	8068	7626	7770	6210	6020	5414	5868	6409	6935	8730117	7417416	5746320	4292627	3243016	1922833	1382654	893911	607491	460189	
QG4824	UNKNOWN		UNKNOWN	73180030	72192717	16620123	7.15408	71624711	1367111	43107	13745	9841	7893	7208	6123	6155	5534	5503	4921	5003	4592	5000	5163	5460	6363569	5379225	4122620	3055005	2321914	1294882	946640	607230	385934	269581	
QG4866	UNKNOWN		UNKNOWN	50417821	49519155	11293739	9.91907	49170552	1025861	32898	10563	7736	6384	5806	5389	5353	5247	5448	5268	5469	5551	6171	6477	6909	4669198	3960654	3076877	2301013	1753925	1041480	742562	480226	307076	221802	
QG4867	UNKNOWN		UNKNOWN	73995543	73029957	10133770	7.45349	72247532	1493000	54130	17268	11943	9847	8753	7671	7473	6797	6468	5687	5836	5079	5193	5364	5857	6856073	5830400	4505700	3354323	2523732	1465442	1031138	651259	443245	357951	
QG4869	UNKNOWN		UNKNOWN	70977524	69954319	14996667	9.02797	69373282	1346505	42013	14198	10167	8533	7148	6488	6472	6412	6350	6558	7084	6681	7276	7799	8238	6354176	5406506	4175121	3125220	2373543	1345269	968861	615242	388384	279177	
QG4870	UNKNOWN		UNKNOWN	53533594	51538401	10761876	6.36882	52407540	989809	28625	11076	8174	6027	5452	4959	4579	4205	4413	3726	3759	3498	3545	3562	3513	4568536	3945586	3103264	2390127	1910518	1111341	871074	596358	394967	282397	
QG4871	UNKNOWN		UNKNOWN	61674059	60709194	12901552	6.84512	60427917	1092573	32478	12145	9183	7180	6315	5520	5598	5062	5176	4564	4503	4525	4396	4415	4192	5332089	4647388	3636651	2772720	2187927	1202966	903749	586262	370628	272124	
QG4878	UNKNOWN		UNKNOWN	36418126	35809636	3644202	9.31471	35483140	793587	26918	9677	7583	6486	6058	5216	4968	4830	4665	4243	4044	3505	3101	3398	3268	3425339	2900549	2296653	1742470	1326510	816508	565737	359041	236804	178175	
QG4891	UNKNOWN		UNKNOWN	60954591	60252850	11646266	8.1883	59623768	1132043	37953	12130	8659	7184	6399	5353	5322	5139	5344	5226	5419	5263	5900	5992	6199	5571060	4763118	3674228	2736350	2084602	1176051	846266	534625	339254	242861	
QG4892	UNKNOWN		UNKNOWN	57364423	56530206	10982296	7.16085	56135061	1066788	31529	11741	8706	6848	6104	5588	5033	4705	4982	4481	4245	4167	4381	4569	4538	5140985	4438733	3458752	2612041	2022778	1133298	830429	532579	335384	239876	
QG4893	UNKNOWN		UNKNOWN	62262027	60980083	12579431	8.32829	60852328	1197223	34767	11819	9266	7502	6519	5930	5728	5773	5545	5537	5656	5383	5704	6283	6478	5591521	4767681	3703896	2795816	2144769	1227304	892033	576745	368473	258785	
QG4894	UNKNOWN		UNKNOWN	55225424	54404363	11124272	5.81878	54027342	1056304	31954	11708	8307	6510	5668	4958	4438	3975	3994	3410	3299	3124	3218	3374	3359	5081921	4369588	3410323	2570423	1968849	1121540	810633	518655	328763	235416	
QG4897	UNKNOWN		UNKNOWN	57183593	56537126	10734847	7.66255	55881107	1107348	38133	12419	8794	6965	6260	5316	5211	4853	4511	4646	4871	4688	5040	5370	5704	5305457	4544507	3531775	2639946	2008135	1163728	827877	525023	335959	243261	
QG4904	UNKNOWN		UNKNOWN	59937213	59120170	12315846	6.32705	58616131	1158003	35659	12917	9423	7037	6060	5716	4929	4639	4212	3944	3802	3590	3773	4001	4032	5424403	4659764	3617026	2728146	2086353	1175715	848483	542762	346487	257817	
QG5104	UNKNOWN		UNKNOWN	53362267	52691373	11713194	13.483	52139750	998439	32558	10403	8057	7160	6844	6465	6581	6867	7545	7009	6923	6888	7437	7752	7994	4584073	3847709	2928510	2161780	1651754	913800	657836	414688	260323	183776	
QG5159	UNKNOWN		UNKNOWN	50590731	49667529	9897331	11.2669	49502214	902829	26551	9945	8086	6465	6198	5843	5891	5936	6071	6150	6538	6247	6401	6840	6767	4346475	3743290	2907361	2197277	1733659	959426	721227	470774	299296	209662	
QG5160	UNKNOWN		UNKNOWN	65359787	64161674	12972665	9.36725	63952758	1185585	35231	13151	10074	7493	7293	6622	6558	6818	6599	6406	6384	6639	6683	7077	7330	5682734	4871558	3778809	2851319	2228409	1239850	927121	606318	384730	266400	
QG5161	UNKNOWN		UNKNOWN	68717765	67193055	14241145	11.0712	67144137	1285250	39310	14415	10063	8428	7887	7276	7295	7696	7768	8037	8943	9010	9538	10332	10655	5882534	5074776	3989376	3050702	2411815	1372366	1022125	668770	427390	300445	
QG5220	UNKNOWN		UNKNOWN	66383420	47983376	4570850	9.09282	64552418	1536166	63665	27263	20145	15736	12959	10061	8557	7053	6404	5177	4956	4024	4130	4256	4597	5390723	4569747	3561828	2664427	1993802	1158522	807267	506124	331345	242372	
QG5237	UNKNOWN		UNKNOWN	65417907	47645130	4347282	8.26643	63616226	1522588	66114	28560	20433	15888	13192	9978	8407	6936	6029	4605	4431	3299	3326	3350	3587	5344087	4525926	3546934	2649096	1993159	1165881	827685	526018	359370	280060	
QG5256	UNKNOWN		UNKNOWN	83887768	80744301	19130758	8.55161	81985312	1598960	43810	15268	10973	9034	8628	7565	7555	7118	7468	7778	8401	7950	8591	9461	10020	7288020	6215386	4848125	3699055	2900719	1735575	1325837	906548	596645	417130	
QG5260	UNKNOWN		UNKNOWN	63164986	62232340	13221971	8.67157	61698227	1253467	36316	12153	9043	7086	6353	6022	5515	5420	5536	5529	5734	5378	5639	6053	6414	5621930	4723694	3632438	2702511	2035886	1159327	821216	518604	324609	222958	
QG5262	UNKNOWN		UNKNOWN	105325408	102367860	17399844	10.1422	102746282	2109604	65237	23277	16991	13764	12777	12007	11894	11874	12389	11581	12565	11242	12069	12558	13568	9157382	7811997	6128769	4679597	3656780	2153861	1589033	1057794	711284	527532	
QG5305	UNKNOWN		UNKNOWN	60475076	45348359	3729299	10.6093	58702748	1426645	65822	26643	19626	15734	13162	10462	8907	7619	6778	5669	6260	4793	4978	5559	5888	5141117	4392978	3447641	2567947	1910029	1142926	799968	506991	348133	299110	
QG5319	UNKNOWN		UNKNOWN	63564285	44152109	4893861	8.87498	61731513	1548642	70826	30742	22450	17483	14583	11518	9645	7464	6117	4361	3970	3525	3188	3400	3452	5188728	4427604	3480664	2604372	1945725	1143527	797575	505491	336533	255541	
QG5364	UNKNOWN		UNKNOWN	56692460	39115298	4338857	8.36819	55071655	1390686	62046	26244	19246	14976	12767	9819	7841	6047	4769	3581	2852	2433	2419	2462	2513	4529543	3812134	2964631	2193443	1618780	968977	676229	427749	279447	205440	
QG5365	UNKNOWN		UNKNOWN	55189344	53942132	10545480	8.89564	53914627	1072382	32854	11059	7984	6629	5771	5255	5249	5023	5021	5098	5298	5487	5562	6335	6553	4895445	4176722	3257560	2459642	1892636	1093725	799739	518324	328834	225942	
QG5366	UNKNOWN		UNKNOWN	64783323	63703358	9511000	8.52928	63242747	1281624	39833	13976	9886	8037	7323	6566	6232	6302	6011	5600	5773	5495	5823	6604	7049	5899962	5013100	3884450	2908761	2208307	1279422	914738	585931	385677	300411	
QG5405	UNKNOWN		UNKNOWN	65338857	64414089	7817875	8.70286	63709369	1354160	43283	15066	10660	8545	7743	7096	6494	6287	5795	5396	5605	5343	5653	6018	6579	5915310	4977967	3826452	2837684	2123790	1228243	857031	539198	357248	290956	
QG5502	UNKNOWN		UNKNOWN	68721866	67674896	8926378	8.59525	66994573	1410821	44316	15509	10919	8935	7996	7097	7201	6795	6641	6592	7566	6007	6262	6547	7423	6439369	5477015	4269914	3205238	2410777	1426155	1008788	642339	424385	335297	
QG5503	UNKNOWN		UNKNOWN	57934270	41046651	3945471	8.00461	56294473	1400438	54198	12460	7091	5636	4971	4804	4952	5045	5432	5295	6059	4990	5397	5639	5769	5018835	4282494	3374314	2574493	1992399	1235743	923323	623611	418734	296420	
QG5510	UNKNOWN		UNKNOWN	62519298	61773318	8890168	7.70716	61081675	1238847	42872	13545	9496	7562	6949	6024	5723	5662	5757	4685	4413	4248	4481	4483	4769	5613953	4724045	3621228	2673565	2012336	1143367	813082	513784	333902	251836	
QG5550	UNKNOWN		UNKNOWN	55273531	54243501	6681538	8.39761	53877234	1131194	36566	12771	9094	7619	6939	6386	6123	5932	6023	5542	5445	5117	5411	5935	6702	5304563	4574041	3627767	2762240	2112851	1265916	897704	575005	385333	304048	
QG5551	UNKNOWN		UNKNOWN	66160033	65224424	9609637	8.83998	64516221	1361178	42137	14354	10102	8577	7830	7169	6857	6510	6085	5817	5947	5853	6376	6861	7545	6190338	5223539	4037706	3006742	2244373	1315984	914009	572184	374909	292382	
QG5552	UNKNOWN		UNKNOWN	69590385	49503316	5029822	9.83457	67557582	1672133	73389	31920	24271	18743	16491	13061	11247	9065	7514	6030	5437	5097	5257	5675	6170	5885977	5073067	4023554	3037861	2296280	1373225	963139	604349	395589	301647	
QG5576	UNKNOWN		UNKNOWN	62221073	60595344	6881928	8.87809	60758298	1234838	38314	13070	9140	7599	6873	6250	6213	6371	6235	6132	6132	5518	5852	6182	6271	5577556	4725120	3670395	2756132	2101770	1232627	900294	580531	386743	291306	
QG5588	UNKNOWN		UNKNOWN	35685042	35193862	4489164	9.3619	34735002	808864	26909	9228	6479	5705	5012	4505	4520	4306	4131	3804	3475	3153	3203	3213	3339	3386443	2803640	2172277	1612528	1194013	752633	513883	325923	210338	160556	
QG5602	UNKNOWN		UNKNOWN	76304148	75004472	6172506	9.09763	74261324	1715016	59046	19131	12997	11421	9923	8998	8846	8329	8694	7508	6846	6083	6192	6844	7320	7207265	5957421	4595268	3406109	2492642	1533007	1035207	644295	424692	316122	
QG5628	UNKNOWN		UNKNOWN	32169048	31785123	3546975	10.1477	31332396	708884	22786	7536	5349	4791	4332	4188	4034	3780	3621	3383	3351	3198	3198	3240	3360	3049552	2515775	1931592	1420919	1042528	643850	438560	273113	172270	118882	
QG5629	UNKNOWN		UNKNOWN	75353309	74140486	6424086	8.80771	73383746	1644546	52276	17631	12741	10741	9517	8894	8325	8155	7831	7025	6874	6196	6667	6987	7297	7044045	5890962	4572222	3408024	2536676	1544044	1066983	670099	439215	334092	
QG5638	UNKNOWN		UNKNOWN	149056666	145376300	17919838	8.62748	145075988	3445943	114361	36611	25314	21751	18300	17094	16381	15113	15663	13492	11853	10754	10948	11234	11833	13596946	11117205	8541147	6326811	4624439	2914319	1977378	1274048	873811	682356	
QG5643	UNKNOWN		UNKNOWN	26732293	26280073	3288988	10.9666	26030297	598561	18659	6246	4776	3857	3663	3549	3407	3382	3301	3046	2771	2521	2571	2541	2588	2394589	1951758	1487954	1096005	813060	496867	341538	214799	134445	90920	
QG5650	UNKNOWN		UNKNOWN	38929057	38498981	4597014	8.08746	37923924	887245	27788	8858	6156	5029	4349	3834	3849	3588	3338	3084	2820	2430	2436	2520	2590	3534888	2862950	2164740	1564991	1129196	695661	467040	289708	183693	129492	
QG5652	UNKNOWN		UNKNOWN	68837590	67806270	5391338	7.5789	67009261	1589314	51208	17137	12440	9357	8131	7685	7115	6824	6164	5432	4943	4078	4208	4378	4747	6413054	5313500	4088205	3015550	2192930	1356539	913682	568284	369436	275730	
QG5654	UNKNOWN		UNKNOWN	47111345	46509065	5102834	6.50543	45871624	1093912	39490	11825	8039	6327	5671	4794	4638	4619	4415	3785	3229	2852	2992	2893	2961	4645550	3894080	3057875	2280291	1678223	1088132	737831	467194	303441	213530	
QG5655	UNKNOWN		UNKNOWN	32266004	31900132	4125936	8.00384	31414695	753387	26288	7961	5377	4427	3681	3381	3131	3006	2935	2517	2085	1767	1710	1854	1790	2917633	2337706	1752429	1259617	898720	563403	372196	230602	148018	106230	
QG800	UNKNOWN		UNKNOWN	42157324	41752199	6898726	8.38592	41076199	946897	30977	9881	7366	5521	5067	4220	4340	3989	4111	3415	3165	2805	2890	2990	3038	3768059	3073134	2335026	1708669	1249766	768395	528163	329270	209303	140168	
QG823	UNKNOWN		UNKNOWN	66071467	65360746	14301914	7.79442	64391665	1480835	46388	15024	10245	8288	7246	5834	6030	5969	6026	4761	3764	2947	2989	2972	2955	5671204	4524638	3355070	2399325	1716634	1031247	708540	438548	282004	197785	
QG834	UNKNOWN		UNKNOWN	120869229	119125416	22658963	9.39719	117851069	2588097	85424	29658	21964	18297	17103	14850	15290	14449	15947	12594	10692	10199	10144	10401	10500	10801598	9062393	7051705	5291528	4044834	2397437	1723598	1099427	734623	569006	
QG836	UNKNOWN		UNKNOWN	87100826	86059417	19871973	9.57776	84746641	2040167	66379	21507	15019	11816	11096	9304	9902	10095	12423	8778	5810	4849	4925	5168	5340	7774154	6216478	4656712	3358930	2396713	1474335	997622	616509	401869	287805	
QG840	UNKNOWN		UNKNOWN	51717292	50991214	10624242	6.48794	50370393	1207938	39090	12698	9045	6447	5553	4747	4606	4216	4230	3333	2606	1842	1849	1952	2052	4548488	3670321	2772496	2023902	1460242	884942	597491	363445	235716	169864	
QG841	UNKNOWN		UNKNOWN	69442100	67886830	11388250	8.27066	67716016	1480781	50817	18217	13590	11089	10074	8993	8726	8217	8229	6773	5835	5455	5642	5806	6172	6200958	5326016	4237330	3257517	2559740	1528267	1140487	749790	563934	512135	
QG845	UNKNOWN		UNKNOWN	66401984	65510038	15430569	9.75813	64627056	1492079	52180	18290	13176	10581	9940	8727	9225	8830	9815	7054	5367	4882	5310	5584	6189	6161846	5156347	3988652	2978877	2211019	1310139	912767	567951	367379	260457	
QG846	UNKNOWN		UNKNOWN	24360917	24167665	3863147	9.98721	23765703	516173	17463	6216	4724	3743	3426	3013	3231	2776	3041	2279	1854	1752	1786	1901	1956	2066478	1717239	1314207	967544	727677	415631	295938	188387	129635	105760	
QG848	UNKNOWN		UNKNOWN	61552378	60108463	13711202	7.77338	59970123	1379282	45623	15223	11167	8822	7806	6803	6978	6337	6686	5248	4292	3554	3574	4071	4388	5566255	4641400	3605820	2713534	2028339	1205469	854219	538551	350474	245939	
QG850	UNKNOWN		UNKNOWN	50768589	50360465	11198858	11.0681	49425451	1117652	35968	12257	8924	7420	7026	6220	6423	6019	6292	5379	4720	4417	4863	5066	5693	4624224	3781537	2858225	2080705	1517763	891650	611553	377295	238869	162821	
QG852	UNKNOWN		UNKNOWN	69054316	68272032	16240371	9.25307	67186481	1629275	53874	17389	12407	9418	8713	7516	7611	7627	9002	6480	4390	3482	3629	3694	4136	6033882	4829120	3619349	2604982	1863193	1148326	780651	486937	325429	244831	
QG853	UNKNOWN		UNKNOWN	53214334	52423176	11158581	8.62454	51862251	1174128	37765	12790	9263	7217	6717	6006	6106	6148	6909	4840	3364	2869	2981	3175	3630	4805434	3950122	2988108	2187310	1611511	971842	694950	447838	287836	193327	
QG921	UNKNOWN		UNKNOWN	32802941	32465207	4956081	11.7119	31996540	682224	21310	7170	5534	4914	4571	4258	4380	4246	4443	3390	3154	2948	3250	3613	3967	2886343	2380293	1799592	1320449	985360	570693	404677	256848	163186	114035	
