Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
QG3826	UNKNOWN		UNKNOWN	23904179	23840304	4238841	3.17864	23122687	718034	35782	5967	2522	1300	937	1017	787	729	913	721	606	648	714	707	697	2058126	1724690	1338661	995707	720469	427605	290019	179264	106506	62537	
QG3837	UNKNOWN		UNKNOWN	29935896	29882649	4725724	5.85909	28882376	950044	48892	8898	4224	2623	1992	2070	2042	2066	3205	2115	1170	1258	1274	1433	1229	2660465	2199207	1712506	1267364	903943	571755	370426	227255	135137	74496	
QG3851	UNKNOWN		UNKNOWN	36639165	36527329	7819627	2.00787	35445169	1105202	57323	10241	3905	1831	1120	991	977	924	1107	684	355	368	407	507	586	2972972	2494066	1925491	1428761	1054869	610037	431877	270465	162885	95961	
QG3861	UNKNOWN		UNKNOWN	21464488	21409164	3932249	2.75704	20754940	653305	32314	5749	2375	1237	859	621	630	641	837	544	517	436	676	524	593	1848337	1543540	1205779	905048	664764	392004	263912	163334	97474	55812	
QG3867	UNKNOWN		UNKNOWN	55900217	51004401	8168151	2.52643	54107307	1657087	80919	14875	6590	3673	2450	1913	1916	2108	2580	1927	1189	1080	1121	1278	1007	4479041	3732072	2963762	2301732	1819059	1269303	992137	743636	537006	381831	
QG3874	UNKNOWN		UNKNOWN	46340493	46144866	9320927	1.88628	44792171	1431620	76998	13921	5633	2622	1345	1144	1170	1209	1791	881	482	405	459	534	553	3895128	3267425	2534749	1890528	1391327	822798	571836	358700	213977	123234	
QG3875	UNKNOWN		UNKNOWN	59709267	59554034	8691996	4.94086	57770360	1762859	88172	16391	7626	4900	3951	4222	3848	4064	4778	3210	2686	2216	2238	2341	2376	5237520	4475038	3518977	2658827	1964686	1168314	801874	502089	299910	173766	
QG3876	UNKNOWN		UNKNOWN	35414333	35354773	7968333	1.5667	34228877	1098778	57100	10276	4221	1899	927	842	707	754	837	576	431	367	394	398	426	3010704	2532587	1986903	1504681	1112705	658291	445724	276418	164579	93762	
QG3878	UNKNOWN		UNKNOWN	47094238	46912267	9126222	2.63108	45512271	1461827	76038	13795	5742	2616	1683	1564	1438	1444	1991	1291	914	871	821	943	662	3935361	3288706	2543201	1883128	1379310	817190	565754	356846	214089	123677	
QG3920	UNKNOWN		UNKNOWN	39579352	39468472	3218212	6.67683	38325623	1140360	52001	9034	4343	3378	3214	3264	3389	3423	4048	2321	1681	1730	1947	2102	1850	3376998	2835275	2190672	1615095	1180342	686849	470736	289664	170279	99971	
QG3921	UNKNOWN		UNKNOWN	36036690	35966644	2970112	6.03795	34876686	1040507	50607	8546	4052	3167	2906	2950	3152	3207	3788	2716	2108	2090	2361	2605	2240	3460903	3012266	2412958	1838291	1358442	823526	568014	350816	211728	122641	
QG3923	UNKNOWN		UNKNOWN	38396096	38328948	891201	8.10175	37094026	1177715	55381	9215	4574	3199	2725	2656	2574	2688	3290	2512	2178	2163	2189	2814	2224	3261515	2599739	1941213	1375889	936700	574192	355623	210798	122794	67431	
QG3924	UNKNOWN		UNKNOWN	34345642	34236652	700298	5.85934	33168822	1075235	53651	8968	4433	2784	2621	2135	2061	1998	2269	1806	1422	1283	1396	1461	1112	2924173	2340705	1763833	1260759	869106	530609	336108	204028	122590	68944	
QG3925	UNKNOWN		UNKNOWN	44522894	44390906	1126698	6.3768	43009792	1376616	67618	11286	5139	3616	2938	2826	2683	2901	3620	2680	1996	1970	1988	2109	1838	3933324	3164037	2381060	1698480	1154892	713312	446883	265885	155961	86626	
QG3926	UNKNOWN		UNKNOWN	51366544	51199710	1062336	3.52864	49580591	1646116	86039	14979	6055	3589	2361	1903	1787	1651	1520	1451	1366	1344	1367	1591	1134	4384056	3515262	2643615	1880041	1279656	793681	505565	304337	179118	100248	
QG3927	UNKNOWN		UNKNOWN	37137306	37002175	880719	8.96513	35858546	1157364	56503	10073	5550	4238	3881	3446	3442	3282	4045	2987	2197	2187	2132	2342	1431	3197297	2555571	1915376	1355750	919016	565318	354388	212658	128746	70850	
QG3931	UNKNOWN		UNKNOWN	31802124	31705421	822415	7.98816	30725041	962595	46383	7420	3708	2615	2089	2066	2132	2339	2714	2410	2315	2214	2417	2381	2297	2827733	2301952	1746643	1254602	876083	534917	342064	205396	120523	67978	
QG3932	UNKNOWN		UNKNOWN	27949051	27848373	650506	4.33461	26990583	880456	45641	8022	3864	2350	1793	1613	1426	1234	1298	1086	1021	863	838	854	564	2448291	1984209	1506118	1080294	740977	464755	298567	182347	108563	61897	
QG3933	UNKNOWN		UNKNOWN	24433295	24349046	504992	10.0898	23604214	740661	36088	6793	4081	3399	3125	2859	3077	3103	4565	2797	1562	1364	1342	1269	1091	2206992	1798898	1367748	983460	682083	422729	269386	161411	95966	54497	
QG4026	UNKNOWN		UNKNOWN	31803902	31452466	3806768	2.63702	30921222	813818	38522	7439	2691	1334	893	814	690	707	781	851	892	872	922	1017	1025	2511824	2175749	1709787	1302230	1010914	562402	413075	265381	159988	101247	
QG4028	UNKNOWN		UNKNOWN	49836232	49300262	6099254	1.46662	48318904	1402096	75626	14331	5620	2578	1236	872	526	627	750	739	670	795	799	766	827	3962528	3410211	2676613	2030472	1556525	876283	636428	409119	246457	155204	
QG4031	UNKNOWN		UNKNOWN	58448807	57845490	6855719	2.17882	56697600	1618409	76601	14142	5524	2707	1390	1526	878	966	1097	1113	1102	1203	1394	1513	1278	4945616	4140279	3185451	2339745	1696883	984657	679060	428489	256615	156443	
QG4063	UNKNOWN		UNKNOWN	53897391	52974629	1186714	2.68891	52096758	1639904	90633	20195	8755	4502	2170	1549	1574	1441	1537	1760	1581	1549	1587	1655	1530	5061044	4230431	3306752	2445099	1742561	1095095	722944	460568	279378	163909	
QG4064	UNKNOWN		UNKNOWN	37667893	37263508	779873	3.10365	36402307	1148281	64316	14614	7358	4156	1989	1304	1292	1180	1186	1372	1102	1083	1153	1173	1057	3447259	2862505	2214587	1628387	1154456	701830	458126	283707	169471	101072	
QG4067	UNKNOWN		UNKNOWN	66137514	65109101	5158486	4.35078	63765214	2143914	124740	29069	14702	8567	4119	3188	3143	2842	3350	2888	2637	2429	2658	2433	2188	5740262	4706205	3637596	2670125	1892917	1195158	774607	487971	296126	173226	
QG4068	UNKNOWN		UNKNOWN	64378411	63556153	4931570	4.35301	62134881	2032421	113535	26525	12715	8509	3776	2945	2881	2793	3404	2537	2352	2236	2488	2360	2059	5648533	4619292	3534990	2557730	1791493	1105843	710588	436295	260241	152917	
QG4070	UNKNOWN		UNKNOWN	33829392	33745403	919890	2.87404	32623830	1105426	63035	11658	4877	3000	1703	1351	1231	1221	1567	1068	637	691	577	614	524	2928092	2398582	1860919	1382180	990505	606324	391891	244287	145700	80940	
QG4093	UNKNOWN		UNKNOWN	37288712	36869097	860304	2.81932	36035077	1142591	64295	12986	4622	2475	1592	1260	1306	1091	1142	1157	1186	1108	1154	1061	1033	3523842	2950316	2308082	1712305	1216317	757810	489805	305086	178851	104403	
QG4094	UNKNOWN		UNKNOWN	29309289	28944122	634681	4.08967	28299279	906893	51756	13115	6840	3720	2048	1280	1381	1335	1117	1251	1255	1193	1183	1178	1149	2651462	2197344	1713135	1265599	902510	555937	357982	221567	131779	77800	
QG4095	UNKNOWN		UNKNOWN	30819839	30418356	615727	3.03172	29755960	967809	55354	13356	6026	3095	1670	1056	1014	894	866	774	851	754	792	795	730	2666012	2167354	1655174	1201078	840536	520764	335100	209707	126344	73827	
QG4096	UNKNOWN		UNKNOWN	46941468	46423726	1066037	2.69309	45308965	1492514	85169	18396	7922	4296	2398	1493	1553	1262	1101	1831	905	897	964	854	851	4069457	3316830	2545636	1857015	1306808	798137	514437	317604	188999	111196	
QG4097	UNKNOWN		UNKNOWN	33375981	32990341	698523	9.42211	32188982	1040031	58300	12555	6301	4462	3900	3143	3410	3366	4411	3418	2655	2598	2710	2762	2630	3039431	2507067	1930716	1406919	988248	609660	392334	241573	144747	85810	
QG4104	UNKNOWN		UNKNOWN	32977910	32647503	648458	3.15401	31886583	1001259	51737	10812	4884	2830	1405	932	1010	905	814	981	766	795	840	900	778	2817041	2270197	1708127	1215506	835414	503031	322873	195959	115260	67937	
QG4114	UNKNOWN		UNKNOWN	38665880	38272612	829608	3.68894	37355426	1192339	63893	13689	6209	4446	2565	1623	1672	1685	1638	1896	1406	1196	1243	1274	1168	3649003	3017439	2338214	1711935	1202544	739625	471432	290655	172862	102808	
QG4131	UNKNOWN		UNKNOWN	39697443	39279930	821902	3.2394	38272250	1293614	80974	16271	6058	2832	1850	1361	1412	1398	1433	1142	1106	1030	1048	1055	976	3421105	2793348	2156831	1577739	1107712	679603	431071	268812	160566	93270	
QG4132	UNKNOWN		UNKNOWN	50850403	50211099	3631259	2.42417	48953647	1700474	114249	33231	16250	8554	2764	1553	1369	1193	1200	1308	1031	1003	1106	999	968	4389882	3606986	2791422	2046699	1446753	895497	576010	355869	211141	124533	
QG4208	UNKNOWN		UNKNOWN	40368715	39803078	801900	2.82562	39049003	1210728	63563	12435	4803	2799	1576	1502	1151	1179	1047	1062	1272	1015	981	1071	941	3508845	2895564	2235538	1650402	1196463	725812	488895	309882	185877	113354	
QG4214	UNKNOWN		UNKNOWN	71044931	70112755	4824629	3.94304	68553231	2260942	127530	28264	12406	7244	3776	2844	2895	2765	2924	3365	2555	2850	2631	2655	2532	6341624	5227389	4065288	2993803	2114296	1325026	845324	522711	306279	180229	
QG4225	UNKNOWN		UNKNOWN	34101461	33689301	831986	3.64637	32935425	1060586	58716	13671	6281	3147	1733	1166	1173	1121	1090	1311	1135	1156	1011	1017	987	2932244	2383704	1820293	1313770	918830	563599	359133	222847	131881	77004	
QG4232	UNKNOWN		UNKNOWN	33119431	32782123	802380	3.42338	32017851	1012969	52020	9311	3864	2028	1347	1072	1060	947	1002	992	993	927	989	926	957	2787116	2251568	1709451	1236560	867398	527492	339438	209566	123315	74077	
QG4233	UNKNOWN		UNKNOWN	25308564	25020790	452093	3.15124	24439740	787521	45709	10858	5098	2556	1197	772	756	704	760	746	717	647	706	726	656	2132710	1737628	1329979	964771	686685	417764	274607	171011	101783	61954	
QG4647	UNKNOWN		UNKNOWN	104066158	103045366	14656221	3.3468	101052996	2751316	125759	23360	11638	5954	3988	3321	3400	3598	3737	4091	4236	4136	4365	4518	4161	8973749	7829016	6258166	4786630	3637713	2084406	1504702	948194	570224	348156	
QG4648	UNKNOWN		UNKNOWN	53951444	53779812	10568166	6.18482	52339449	1441849	69073	13050	6461	4686	3534	3755	4012	4312	5576	4326	3411	3246	3570	3800	3044	4547368	3964446	3186179	2473238	1929929	1126498	810121	522010	323475	197120	
QG4683	UNKNOWN		UNKNOWN	119875392	119355647	21090846	4.56125	116339398	3210154	151248	26873	12800	9669	6948	6553	6868	7269	11093	7319	4190	4069	4624	5310	4623	10268279	8937187	7119296	5446658	4161217	2409773	1735943	1104356	679599	414261	
QG4701	UNKNOWN		UNKNOWN	99051696	98563275	14302128	3.59239	96061969	2722089	133236	22360	9966	7245	4605	4178	3294	3320	3662	3727	4058	3767	4283	5479	3994	8581190	7416849	5905005	4489984	3383088	1974662	1412431	891749	543640	327169	
QG4706	UNKNOWN		UNKNOWN	94083742	93621773	14288604	5.46794	90788698	2981830	156832	28347	13438	9617	7088	6529	7053	7894	9094	6436	3249	3126	3216	3377	3219	8217981	6834742	5351181	3994801	2887366	1821634	1206935	750169	451833	261742	
QG4718	UNKNOWN		UNKNOWN	115752552	115214157	19579837	3.51074	112064709	3379897	164749	29952	12750	6790	5428	4942	4265	4228	4249	4401	4420	4060	4314	4805	4078	10002105	8496531	6713257	5061574	3746952	2286913	1580577	995798	607891	361696	
QG4742	UNKNOWN		UNKNOWN	106315850	105954648	15424521	10.1269	103022449	2895268	139034	25380	14572	12113	10785	10783	11514	12482	19945	13271	8596	8286	9250	12366	7947	8899326	7640635	6017789	4561455	3461204	2008930	1410893	888774	560478	335280	
QG4805	UNKNOWN		UNKNOWN	63784591	63179813	13734554	3.90223	61900769	1717452	78978	14218	6369	3521	2315	1858	2042	2183	2302	2733	2881	2996	3080	3268	3073	5170463	4472396	3557851	2729536	2084706	1192106	858521	550370	334463	203302	
QG4847	UNKNOWN		UNKNOWN	61177499	60925925	14543267	6.68363	59281668	1694323	79661	13949	7025	6619	4109	4208	4573	4481	5741	5159	4622	4455	4671	5385	4083	5495560	4764023	3795520	2894788	2158235	1273093	881703	552443	340643	201326	
QG4966	UNKNOWN		UNKNOWN	106241191	105625517	14663489	6.46831	102971043	2887714	142518	26272	12681	10462	6671	6941	7053	6472	8053	7632	7736	7695	8799	11013	8372	9323474	8133371	6494352	4968628	3776309	2193008	1563537	987510	609542	365277	
QG5348	UNKNOWN		UNKNOWN	98282116	97747410	7989375	5.8614	94902044	3030709	158374	29256	14028	9425	7594	7370	7579	8823	13359	8506	3659	3560	3888	4266	4014	8946002	7582704	5992812	4519159	3298833	2071113	1396334	865644	518914	299801	
QG5406	UNKNOWN		UNKNOWN	60867441	60615122	12657524	5.38698	59139174	1567886	65173	10653	4919	3603	2839	2656	3026	3148	4079	3432	3122	3140	3506	3653	3335	5059858	4322595	3372508	2527975	1898473	1075526	761429	479456	292295	178683	
QG547	UNKNOWN		UNKNOWN	32256930	32068438	5882917	7.4822	31148310	970950	52594	9762	4305	2982	2650	2116	2013	1930	2185	2253	2332	2508	2728	3041	2962	2678166	2254246	1762913	1322150	979706	577365	393334	244367	151977	91415	
QG5474	UNKNOWN		UNKNOWN	89508004	88911590	11966997	6.12695	86838318	2388548	111595	20119	9479	6029	5392	4732	5460	5757	6271	6330	6540	6951	7922	10399	6627	7806828	6876518	5563510	4328942	3341820	1950636	1412873	900751	567058	340176	
QG5488	UNKNOWN		UNKNOWN	103381825	103013804	15414611	4.76572	100310372	2766673	134862	23538	10288	6439	4841	4915	5462	4945	6610	5746	4693	5063	5503	6450	5517	8836245	7670711	6091438	4649116	3535702	2040946	1463088	924537	554658	333169	
QG550	UNKNOWN		UNKNOWN	42637526	42426262	6209834	2.58547	41292998	1237104	59145	9129	3678	2281	1594	1032	980	996	992	1064	1101	1189	1287	1355	1419	3719600	3129930	2439816	1823567	1340533	796610	546750	345704	210284	122335	
QG5507	UNKNOWN		UNKNOWN	97846475	97231708	13445825	6.07274	94802514	2731834	132720	22779	9793	6445	5081	4899	5509	5599	7672	6073	5539	5709	6622	8843	6568	8403000	7182782	5650077	4251009	3171426	1852938	1306152	819928	501483	300730	
QG5525	UNKNOWN		UNKNOWN	61492803	61298079	13570846	9.0977	59640079	1616423	71730	12467	5441	4946	3867	3740	4672	4816	6035	6147	6345	6694	7200	7590	7057	5060676	4372983	3469053	2651072	2045235	1162915	833416	528180	324805	201241	
QG5589	UNKNOWN		UNKNOWN	62001932	61580251	5173874	3.32494	59987568	1839906	92888	16176	7512	4113	2753	2023	1998	1846	1988	2065	2026	2027	2159	2782	2137	5408303	4541649	3546301	2637564	1907575	1157120	783345	484597	288898	167885	
QG5603	UNKNOWN		UNKNOWN	43704168	43377038	6369326	3.66823	42220528	1354045	68411	12195	5807	3203	2644	1772	1783	1715	1813	1647	1731	1751	1797	1874	1586	4056396	3399043	2663131	1974277	1402403	902798	597483	370678	223396	127808	
QG5611	UNKNOWN		UNKNOWN	36303647	35913866	4649429	5.65395	35065938	1120621	55223	9804	4924	3305	2893	2700	2551	2354	2514	2235	2026	1922	1947	2104	1602	3239145	2702944	2124660	1585306	1143902	735759	479427	298394	184371	107806	
QG5612	UNKNOWN		UNKNOWN	42131992	41959920	5336110	5.6369	40695830	1295807	65651	12260	5808	3694	3156	3084	2761	2819	3393	2990	2206	2110	2294	2454	1988	3764717	3162137	2496824	1881367	1381502	859703	570376	358029	219797	127978	
QG5633	UNKNOWN		UNKNOWN	108872728	108415214	9659000	8.10929	105324081	3138456	155932	29190	17704	16431	11503	11421	9941	9405	10390	9466	9715	9173	10454	14518	8749	10015521	8565451	6822726	5166519	3826474	2335633	1590842	999452	624738	365980	
QG581	UNKNOWN		UNKNOWN	42320617	41886409	5694965	4.30916	40993326	1209935	62124	11915	5161	3886	3446	2511	2444	2046	2040	2072	1667	1540	1423	1463	1224	3586917	3010384	2352791	1758893	1295028	775260	526600	332033	202755	122596	
QG588	UNKNOWN		UNKNOWN	68632644	67980752	5000856	4.76259	66176309	2224465	126091	24420	11798	6900	5636	3941	3831	3455	3611	3654	3297	2817	2851	2588	2591	6098915	5006864	3891668	2874067	2040717	1276326	804489	488544	291993	163161	
QG700	UNKNOWN		UNKNOWN	50693915	50462391	4036845	4.99906	48963209	1584411	76981	14030	6959	4288	3130	2827	2854	2459	2914	2352	2320	2217	2112	2176	2007	4538472	3709135	2849761	2067580	1447051	899910	574004	347280	205364	115403	
QG727	UNKNOWN		UNKNOWN	34452013	34366781	3742938	5.03513	33457753	902430	40074	7117	3071	2077	1520	1683	1543	1518	1774	1616	1596	1712	1925	1974	1919	2784315	2377321	1853624	1396252	1065602	593709	428891	271077	164355	100744	
QG733	UNKNOWN		UNKNOWN	31807721	31625298	3873642	3.17873	30796528	929946	44297	7897	3298	2002	1145	1256	1180	1160	1217	1009	765	787	830	969	1128	2733489	2310375	1796794	1346648	985493	583148	400909	250732	150615	90735	
QG736	UNKNOWN		UNKNOWN	31047223	30958941	3513052	6.00555	29993077	940213	48396	8912	4466	3033	2123	2127	2189	2291	2492	2274	2004	1912	1982	2049	2088	2856879	2433156	1921850	1453559	1074505	651020	438192	275339	165621	95385	
QG737	UNKNOWN		UNKNOWN	34243810	34151987	4184808	5.47994	33086927	1040610	51705	9110	4116	2541	1996	1686	1778	1959	1932	1887	2049	2006	2170	2295	2346	3068022	2594619	2031108	1516303	1109600	666595	449035	278286	167402	97204	
QG739	UNKNOWN		UNKNOWN	36774420	36657088	3953093	5.26839	35577487	1082153	50973	9796	4755	3422	2251	2429	2602	2758	3068	2276	1685	1608	1655	1601	1863	3241486	2761315	2181307	1658962	1241545	738003	502486	314607	189592	109279	
QG761	UNKNOWN		UNKNOWN	39867355	39742263	5088317	4.81885	38672676	1077347	48749	8837	4036	2785	1894	1835	1876	1944	2487	2227	1935	2127	2302	2329	2203	3599167	3091746	2427227	1822584	1355224	780865	541706	336621	199821	119342	
QG763	UNKNOWN		UNKNOWN	39174261	39084652	4332363	10.9815	37938346	1048999	48094	9499	4780	3631	3124	3379	3732	4080	4948	4579	4820	5078	5444	5683	5708	3412833	2936690	2311161	1745486	1335048	756565	528144	332840	199704	121941	
QG776	UNKNOWN		UNKNOWN	38699202	38558015	4556395	3.65739	37604781	1009386	44318	7542	3584	2011	1508	1594	1450	1412	1628	1571	1534	1598	1716	1550	1287	3356648	2885603	2272411	1717884	1294036	736223	530809	339547	206387	124015	
QG781	UNKNOWN		UNKNOWN	35707210	35622184	3990045	2.81169	34623782	1000365	45972	8162	3589	1841	1005	885	834	732	953	898	979	1020	1096	1203	1135	2931099	2471811	1922091	1434141	1063064	612908	424305	265175	160447	94385	
QG784	UNKNOWN		UNKNOWN	48762261	48631114	6411615	3.22157	47244432	1383365	63182	11292	4357	2970	1352	1031	1029	1036	1215	1350	1351	1653	1764	2030	2239	4048888	3381199	2605384	1922654	1396687	811770	552778	341932	201332	116693	
QG786	UNKNOWN		UNKNOWN	36159409	36054646	4589095	6.70301	35043903	985266	43706	7643	3319	1991	1585	1527	1648	1829	2246	2412	2580	2751	2883	3375	3435	3031407	2575599	2006268	1503832	1133609	649093	452692	282746	169165	102874	
QG788	UNKNOWN		UNKNOWN	33544537	33459139	3971139	3.4702	32572956	892926	39760	7196	3108	1919	1157	1236	1102	1260	1436	1233	980	1071	1116	1125	1270	2758552	2359905	1844623	1391033	1056218	593811	429521	272407	164933	99108	
QG790	UNKNOWN		UNKNOWN	26111165	26040044	2878922	4.49692	25346595	700200	32410	5835	2668	1815	1554	1551	1546	1547	2385	1471	554	617	726	718	699	2120640	1810035	1413550	1065383	814512	457174	327395	209766	126626	76935	
QG791	UNKNOWN		UNKNOWN	41318817	41225814	4931629	9.24448	39990493	1151289	54518	10177	4862	3517	3226	3374	3616	2991	3753	3777	3652	3953	4445	4785	4828	3452279	2930936	2292777	1729161	1305184	746040	518462	324209	198001	118947	
QG795	UNKNOWN		UNKNOWN	33067207	32974452	4222150	5.40115	32087865	882380	39327	7357	2790	1757	1391	1264	1393	1488	1823	1743	1737	1901	1982	2222	2086	2737914	2328709	1802017	1349109	1007345	573486	405067	253765	152073	90347	
QG797	UNKNOWN		UNKNOWN	39800709	39664610	4991968	3.37121	38668692	1042277	46559	8203	3320	1825	1260	1133	1126	1184	1398	1349	1339	1428	1329	1511	1423	3244890	2762912	2149090	1606369	1216166	682042	492812	315336	190543	116318	
QG802	UNKNOWN		UNKNOWN	38659032	38542101	4365945	3.07052	37501792	1064468	48057	9398	3713	1874	1004	944	915	951	1110	1052	1282	1409	1292	1469	1394	3146178	2668886	2085721	1577762	1182897	680174	475452	300481	181848	108805	
QG804	UNKNOWN		UNKNOWN	37212515	37096517	4717139	6.41337	36090836	1000873	45218	8079	4022	2682	2047	2155	2114	2412	3016	2712	2158	2313	2555	2771	2737	3095508	2652996	2079580	1573551	1197747	684861	487613	307582	184928	111315	
QG806	UNKNOWN		UNKNOWN	32154162	32053165	3632302	4.4529	31154684	909382	42653	8093	3487	2210	1420	1402	1333	1390	1980	1535	1275	1447	1487	1511	1332	2647042	2247689	1768624	1342197	1009881	587232	405278	255441	156893	91745	
QG807	UNKNOWN		UNKNOWN	29779754	29687941	3318471	3.9883	28851400	850076	39021	6869	2691	1573	1114	1227	1172	1329	2162	1398	735	701	882	915	999	2456600	2053001	1597337	1192141	882829	515348	348973	217950	132582	78068	
QG808	UNKNOWN		UNKNOWN	30555676	30470787	3131543	9.2819	29635467	807171	35108	6509	2807	2245	2144	2336	2393	2523	3278	2907	2540	2741	2909	3081	3012	2474649	2099567	1629040	1219121	923596	522023	370333	235679	142777	86825	
QG809	UNKNOWN		UNKNOWN	36910749	36804516	4500868	3.2561	35748211	1058296	52009	9239	3461	1919	1045	883	912	901	1017	1270	1161	1247	1416	1407	1584	3076544	2589148	2015351	1501023	1103712	650202	450013	283701	169494	99219	
QG825	UNKNOWN		UNKNOWN	37882757	37793075	4372793	6.41673	36782748	988960	43684	8163	3857	3041	2793	2988	3151	3041	4236	3021	1679	1730	1903	1984	2041	3232868	2771165	2169511	1633711	1243091	701220	500187	317450	190382	114080	
QG827	UNKNOWN		UNKNOWN	27385902	27301329	3243776	2.25791	26592663	736817	33768	6196	2191	1299	851	673	660	711	873	698	591	586	610	604	538	2220984	1915917	1516611	1154427	894265	508661	369712	235291	145823	89038	
QG828	UNKNOWN		UNKNOWN	30224286	30145177	3260282	6.07151	29328231	804536	36005	6697	3205	2293	1837	1866	1937	2182	2783	2355	1501	1626	1730	1726	1796	2539525	2178657	1713922	1295079	991959	562860	401087	253861	154491	93059	
QG833	UNKNOWN		UNKNOWN	27425853	27351473	2977979	4.1097	26621169	736140	32445	5884	2386	1278	804	903	840	964	1007	1163	1144	1292	1421	1539	1309	2238021	1911423	1506806	1141978	868480	495698	350817	221242	133890	81041	
QG855	UNKNOWN		UNKNOWN	37396283	37296367	4337960	4.53433	36268665	1027239	48289	9056	3572	2163	1509	1519	1652	1833	1977	1952	1741	1773	1793	2057	1734	3114755	2673504	2105567	1601623	1225366	699515	499860	319119	197144	120245	
QG856	UNKNOWN		UNKNOWN	30515202	30433680	3526815	7.45658	29565845	834165	39806	7256	2959	1869	1489	1508	1594	1717	2071	2283	2322	2562	2857	2902	3029	2438549	2086122	1632123	1233042	945675	537352	386137	245528	149168	91610	
QG858	UNKNOWN		UNKNOWN	38390416	38248986	4547700	4.32241	37136225	1134691	54923	9645	4279	3117	1708	1476	1489	1656	1535	1645	1821	1752	1823	1953	2340	3397558	2865975	2241333	1680508	1226770	731903	497995	311598	187981	109206	
QG860	UNKNOWN		UNKNOWN	23271677	23210313	2277152	3.63011	22585397	626633	28106	4754	2038	1283	776	723	700	672	808	820	974	973	989	1075	1113	1950718	1667216	1309388	992193	751634	428073	301742	188386	113978	68176	
QG864	UNKNOWN		UNKNOWN	35815192	34985025	4160575	6.33252	34688027	1013061	47728	9646	4515	3068	2401	2434	2335	2180	2501	2156	1884	1846	2260	2378	2550	2835762	2397557	1877082	1423909	1087937	633798	448865	278372	168245	97199	
QG865	UNKNOWN		UNKNOWN	39932361	39819874	6195001	5.91772	38636273	1167949	56290	12220	5101	3416	2597	2102	2269	2220	2301	2435	2255	2455	2461	2509	2541	3454480	2905280	2251013	1666761	1213969	712214	475757	289828	171405	99593	
QG866	UNKNOWN		UNKNOWN	32029976	31943754	4008641	4.30538	30883364	1037936	55650	10345	4448	2508	1741	1465	1509	1526	1875	1740	1287	1309	1318	1342	1439	2958675	2461440	1921794	1424578	1017262	647843	418910	261501	155719	86418	
QG868	UNKNOWN		UNKNOWN	33966244	33887150	4181163	5.3386	32916605	951286	43522	8199	3836	2794	1532	1474	1407	1238	1448	1342	1587	1682	1848	2019	2211	2729696	2280542	1748975	1286843	946593	527362	366413	224835	133572	78145	
QG874	UNKNOWN		UNKNOWN	33833773	33733296	4421583	6.20586	32619822	1086211	57161	11746	4550	3063	2736	2209	2168	2236	2359	1982	2217	2233	2221	2376	2057	3126012	2586956	2010084	1486368	1056701	663827	427129	263552	158860	87840	
QG875	UNKNOWN		UNKNOWN	28135345	28065936	3395124	14.7278	27243798	752597	33980	6385	3467	2693	2514	2717	2821	2874	3116	3212	3317	3649	4391	5111	5907	2219181	1863725	1419400	1047067	786749	433113	297533	182544	106680	63325	
QG878	UNKNOWN		UNKNOWN	33176309	33104408	4909654	6.61742	32157246	919988	42857	9036	4481	3083	2394	2836	2862	2775	2936	1903	1203	1274	1418	1534	1818	2708625	2280455	1748901	1294349	962739	541134	370270	227147	133853	78676	
QG879	UNKNOWN		UNKNOWN	34161252	34068330	5001442	6.02898	32984064	1062439	53522	10585	4776	3150	2495	2432	2301	2618	3417	2464	1528	1597	1627	1652	1502	3135916	2591778	2009430	1479282	1045037	652102	422117	259844	154805	86807	
QG880	UNKNOWN		UNKNOWN	25540103	25470773	2915984	8.98492	24774829	679160	31330	6639	3355	2599	2264	2401	2604	2493	2501	1829	1392	1529	1781	1963	2268	2010524	1690373	1296640	959568	722879	395610	275842	170217	101756	60427	
QG881	UNKNOWN		UNKNOWN	33324295	33261200	3932645	2.61978	32273178	971785	47333	9166	4033	1898	1145	1092	891	778	753	725	721	712	721	797	729	2715470	2275151	1746131	1284411	937448	525751	365607	224608	133502	79387	
QG887	UNKNOWN		UNKNOWN	35119815	35002310	5802337	6.55351	33911266	1093258	53716	10497	5306	3517	3024	2915	2797	3031	4809	3191	1278	1244	1206	1300	1245	3171070	2605136	2014372	1478569	1042820	657199	415284	253477	150164	83298	
QG888	UNKNOWN		UNKNOWN	49366321	47287597	8657378	10.3478	47636057	1475164	68128	12066	7197	5639	5254	5351	5872	6472	7779	7105	5947	5908	6192	6597	6578	4612302	3909937	3132167	2404171	1780274	1204253	790983	488056	276106	149036	
QG926	UNKNOWN		UNKNOWN	35937082	35823016	4406094	6.74401	34834547	989735	45117	8768	4182	3114	2868	3125	2898	2630	2833	2113	1669	1806	2113	2263	2481	2892669	2452830	1907492	1439087	1101189	616484	431478	268181	161356	97186	
QG927	UNKNOWN		UNKNOWN	35374721	35310711	4396995	10.7535	34301789	958981	42912	8281	5268	4341	3544	3273	3564	3537	4105	3750	4014	3422	3188	3183	2299	2892526	2420247	1846232	1359399	992727	552835	380713	234527	151025	90017	
