Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
JU406	UNKNOWN		UNKNOWN	48565130	48275010	1988571	8.79729	47206305	1122756	71887	41825	32400	23529	16324	10427	5983	3766	2708	2596	2612	3810	7905	4396	332	2492316	3572645	2956954	2309971	1705087	745389	890860	547386	342301	203263	
JU4073	UNKNOWN		UNKNOWN	38180149	38050644	8067124	13.288	36908268	1064807	55739	25726	18670	14168	11727	8974	6992	5332	3888	2931	2387	2110	2190	2302	2745	2641145	2179285	1681948	1234892	914267	537429	369040	228373	140858	87270	
JU4082	UNKNOWN		UNKNOWN	33971692	33788412	6981008	9.96027	32865792	960075	48771	22237	15654	12149	9437	7088	5518	4329	2712	1767	1363	945	853	732	776	2220962	1837574	1435577	1063137	793864	473741	326804	204252	124796	76836	
JU4098	UNKNOWN		UNKNOWN	29856609	29797363	5809434	14.2369	28876421	821618	42343	18969	13959	10848	8759	6781	5465	3977	2940	2296	1798	1696	1643	1868	2191	1987701	1635077	1247059	905422	659546	382730	260047	160332	97758	60962	
JU4161	UNKNOWN		UNKNOWN	68175227	67764135	6634577	11.162	65877718	1967714	102355	45940	34230	26625	21717	17318	14395	10674	7447	5417	3964	3034	2512	2291	2110	5114957	4257143	3353890	2496976	1843044	1156280	779215	487495	300851	186539	
JU4286	UNKNOWN		UNKNOWN	43972158	43812093	5091361	6.84715	42822711	986410	54479	27353	19375	13860	10745	7696	5554	4047	2839	1961	1647	1404	1208	1181	1096	2932788	2597612	2084224	1613977	1306083	718122	554753	364641	232288	157535	
JU4287	UNKNOWN		UNKNOWN	42368651	42073949	4277636	6.155	41376845	846211	47590	25642	17893	12585	9270	6614	4623	3674	2784	2040	1617	1345	1202	1056	1014	2614110	2371830	1947673	1541954	1330156	712168	593664	408168	264564	182392	
JU4370	UNKNOWN		UNKNOWN	76454284	76238894	14346856	8.86282	74091681	2052199	100445	45304	34279	25920	20299	15471	11553	8374	5607	3889	2858	2316	2116	2108	2147	5371301	4535331	3552826	2638555	1936480	1146034	788365	487440	302471	200475	
JU4377	UNKNOWN		UNKNOWN	103171058	102724046	15805046	9.04866	99798719	2956474	143234	61968	45535	34615	27875	21397	16526	11968	7991	5214	4029	3040	2369	2207	2065	7209347	5991947	4694162	3474008	2526027	1582711	1061797	662863	414098	265877	
JU4381	UNKNOWN		UNKNOWN	57149404	46930536	8025735	4.9153	55583659	1378973	57577	26432	19736	14633	11474	8324	6263	4625	3354	2393	2007	1872	1764	1788	1809	3303235	2911529	2432776	2040768	1873769	1494149	1550515	1558871	1491977	1357278	
JU4382	UNKNOWN		UNKNOWN	38798792	38703050	6189406	8.41686	37640508	1012627	49159	22276	16700	12226	9673	7147	5236	3751	2532	1727	1274	1088	940	960	905	2565148	2151622	1672365	1243928	927413	542557	376701	235836	145159	91579	
JU4383	UNKNOWN		UNKNOWN	58148832	57924620	10179767	8.70304	56430136	1480352	77391	36942	27077	19932	15444	11347	8456	5888	4117	2837	2433	2021	1919	1770	1779	3875061	3319032	2609705	1961462	1504109	863443	622064	394988	246556	162062	
JU4384	UNKNOWN		UNKNOWN	55873103	55653240	9533018	9.47622	54348657	1306973	69313	32556	23864	17328	13125	9865	7119	5434	4170	3200	2834	2659	2311	2287	2184	3523496	3027413	2369259	1789462	1376793	771842	566350	364360	226328	146550	
JU4385	UNKNOWN		UNKNOWN	43117569	42999165	7966676	9.08859	41814251	1133404	55062	24812	18473	14017	10984	8407	6371	4415	2941	2044	1702	1413	1274	1198	1224	2892950	2416153	1886240	1399536	1034615	615860	421449	258714	160355	101014	
JU440	UNKNOWN		UNKNOWN	55925108	55709580	1841182	8.64918	54516560	1126605	81392	52114	41983	30603	21434	11889	6241	3194	1883	1825	2086	4210	13718	9371	0	2519508	4486567	3748287	2952015	2215561	829930	1192771	728492	453655	263996	
JU4400	UNKNOWN		UNKNOWN	92941772	92351734	13814292	9.18065	89986338	2538893	146606	65755	47905	36169	29617	22250	17448	12366	8357	5343	3880	2872	1932	1539	1379	6839345	5821253	4626073	3426029	2518167	1561026	1074460	678458	420475	271623	
JU4401	UNKNOWN		UNKNOWN	85179483	84844630	11110438	8.9309	82534735	2273520	114927	54032	41310	31183	24943	19440	14981	10491	7083	4619	3639	2674	2117	2023	2135	6247978	5336555	4215870	3144358	2345064	1405711	975825	606695	375904	243186	
JU561	UNKNOWN		UNKNOWN	53963592	53599486	3685291	10.4629	52592589	1052649	87780	58711	48490	37572	26312	15608	7922	3786	2060	1907	2197	4192	13321	8496	0	2473156	4679778	3846401	2856949	2015368	736835	1060617	636492	404974	273561	
JU642	UNKNOWN		UNKNOWN	59177928	58810720	2772330	8.22493	57622486	1178541	100484	72988	63158	48228	32170	18682	9879	4621	2930	3097	3356	4651	8411	4246	0	2808347	5041869	4244581	3377016	2542757	980925	1419613	876258	553796	333997	
JU751	UNKNOWN		UNKNOWN	74421668	73524083	3273615	11.7783	72543648	1495218	103747	66790	52091	39207	26535	15298	8566	4943	3257	3699	4937	9027	26932	17773	0	3310123	5884609	4867327	3807662	2834289	1046617	1503411	905777	552265	322095	
JU774	UNKNOWN		UNKNOWN	62934306	62339559	2506462	9.18529	61256159	1265798	110439	79656	67251	52666	36146	20775	10307	5262	3100	2805	2790	4954	10562	5636	0	2885704	5150634	4317887	3420166	2535845	952373	1369637	841824	523685	314502	
JU775	UNKNOWN		UNKNOWN	53072886	52318493	2489209	42.2036	51415287	1064824	95799	72025	63695	50530	36150	21798	13018	7503	6109	8037	12158	27688	107214	71051	0	2429041	4402137	3734804	2947558	2321383	827892	1192156	726841	455314	278587	
JU778	UNKNOWN		UNKNOWN	108312260	106809364	9339683	15.3569	105406107	2183477	174401	121456	101831	76290	53613	31395	16841	8496	5117	5314	7613	14669	62358	43282	0	4881768	8877314	7456773	5910150	4480577	1668628	2479180	1550001	975966	588747	
JU782	UNKNOWN		UNKNOWN	85580113	84457981	3888946	10.5696	83251815	1810706	138570	94128	77771	59761	42478	26457	14323	6952	3678	2595	3482	6388	18032	13875	9102	5076313	6402683	5383644	4258381	3177347	1626042	1631577	1024707	646205	414344	
JU792	UNKNOWN		UNKNOWN	96773875	96065276	4177079	7.67936	94269732	2059125	137223	83216	66602	50599	34708	20293	10362	5012	3007	2668	3135	4945	11659	7308	4281	5808041	6499220	5286776	4081466	3000144	1580517	1471976	928644	576872	358023	
JU830	UNKNOWN		UNKNOWN	75618256	74797710	3874289	15.2659	73495285	1542064	137765	99890	83751	65201	45596	26865	15014	8643	5256	6607	7337	13449	39160	26373	0	3593369	6529299	5555736	4453008	3414809	1300379	1889938	1161556	734943	449958	
JU847	UNKNOWN		UNKNOWN	43422329	42697516	2111135	27.611	42118623	890748	79282	59893	51916	41047	28818	17137	10397	6737	6121	7685	9868	17793	47959	28305	0	1971240	3604572	3067782	2459434	1937578	727224	1076120	668732	436872	271217	
KR314	UNKNOWN		UNKNOWN	71577823	70957213	4038332	46.0697	69428863	1425932	108646	74415	60863	46895	32095	19670	19531	18246	19280	27186	32128	53076	137311	73686	0	3249553	5845458	4883383	3856344	3079525	1124503	1625645	962468	600098	352989	
LKC34	UNKNOWN		UNKNOWN	60300645	59951851	2478969	24.4131	58557603	1205740	107075	80273	69527	54153	38418	23627	14443	8606	7223	7890	9453	18075	59459	39080	0	2863867	5168974	4388701	3526900	2714444	1010332	1457281	882282	560426	337570	
LUA56	UNKNOWN		UNKNOWN	50362239	50041052	9666364	12.5772	48771305	1323383	68320	31844	23103	17556	14024	10801	8591	6842	5305	4480	3838	3899	3724	3998	4204	3605605	3068641	2413535	1800437	1343658	799372	556671	354218	220102	138211	
LUA57	UNKNOWN		UNKNOWN	82580822	82171435	10891176	14.3382	79697234	2416599	123297	53689	38458	30232	25255	20414	16511	13371	10597	8282	7011	6560	6381	6126	6370	5987437	4927363	3868445	2878596	2094184	1336615	879301	545820	338331	206751	
LUA59	UNKNOWN		UNKNOWN	78814716	78161309	16010880	10.5954	76426161	2018204	99980	47788	34377	27032	21126	15720	11550	9020	6734	5457	4899	4632	4850	5249	5738	5659740	4797200	3762693	2818912	2127564	1246287	885626	563828	348831	219890	
LUA93	UNKNOWN		UNKNOWN	79330253	78860164	7100447	10.4164	76668516	2312167	119319	52525	37835	28531	23181	18445	14270	10387	7072	5066	3201	2356	1934	1655	1360	5654347	4643015	3600394	2627862	1884846	1170436	777959	479374	296991	182859	
MY1	UNKNOWN		UNKNOWN	60167795	59747160	3209398	17.7314	58501186	1223517	96305	70797	60638	47041	34470	20771	11214	5847	3858	4627	6999	13953	40551	26021	0	2759881	5001304	4275169	3441320	2664519	989283	1460696	876566	571853	332894	
MY10	UNKNOWN		UNKNOWN	52764729	52156513	2334065	11.7368	51406311	1053146	80827	54503	43208	32761	22461	13075	7017	4245	2149	2281	2942	5955	19722	14126	0	2395224	4340034	3651398	2884279	2150635	798731	1159822	721331	461695	281716	
MY16	UNKNOWN		UNKNOWN	59697300	58815046	4083095	29.9488	57896523	1205840	113236	85138	74394	58946	42879	26134	15377	8003	5303	6233	9067	20564	77781	51882	0	2776793	5100554	4245949	3329973	2608440	952951	1408305	892319	556354	338571	
MY18	UNKNOWN		UNKNOWN	72228965	71397189	3760790	11.4203	70244152	1474139	128274	94297	80697	63441	43972	25031	13139	6653	4362	4383	5463	9032	20604	11326	0	3339657	6017633	5091832	4051332	3073008	1165265	1705046	1052980	661750	396882	
MY2147	UNKNOWN		UNKNOWN	44624829	44338052	1635993	12.7576	43423377	961572	65557	40223	30278	22425	15250	11747	7831	5074	3779	3201	3178	3499	4204	6553	17081	3337062	2968844	2444936	1930711	1492577	1017230	700556	457516	289340	195148	
MY2212	UNKNOWN		UNKNOWN	53365673	52838064	3643917	15.0648	51901274	1180509	77578	45498	33640	24996	18601	12172	6551	3710	2018	1604	1710	2154	3724	8955	40979	4024373	3502814	2832119	2153382	1561594	1123872	710206	451203	281700	185540	
MY23	UNKNOWN		UNKNOWN	87721502	86611608	5704449	37.6132	84999967	1702725	158768	132713	118069	94095	68034	43471	34724	23676	19484	19738	23191	42576	149600	90671	0	4330937	7745008	6627206	5328855	4213792	1540500	2183226	1335028	834156	489639	
MY2453	UNKNOWN		UNKNOWN	93367496	92412137	8261912	10.9129	90921577	2041830	124233	68895	49804	36315	25324	16992	9760	5401	3272	2340	2256	2762	4495	9784	42456	6720503	5774254	4642725	3556605	2591934	1822324	1167624	742059	456063	302412	
MY2530	UNKNOWN		UNKNOWN	38235809	37874875	2133671	8.75025	37205173	857879	55397	30712	22559	16343	11804	7563	4267	2221	1110	658	659	723	1231	3013	14497	2906029	2532066	2067224	1600019	1165112	823177	524617	338537	208945	140702	
MY2535	UNKNOWN		UNKNOWN	58037305	57692863	2773089	11.4781	56473928	1250790	86819	54994	41541	30680	21587	15371	10197	6582	4486	3887	3755	3858	4884	7317	16629	4391096	3900116	3209541	2523235	1921271	1324567	901727	581027	366199	246516	
MY2573	UNKNOWN		UNKNOWN	50565361	50234196	2343590	10.3929	49200863	1117977	72535	43391	32353	23558	16572	11652	6994	4739	3241	2693	2561	2845	3446	5766	14175	3785823	3310038	2716604	2129186	1592195	1114434	748286	482601	299085	202393	
MY2585	UNKNOWN		UNKNOWN	40622321	40308121	1770279	28.8961	39444380	855712	62832	39640	30222	21653	15237	18984	15157	12723	10735	10133	9166	9554	10413	15299	40481	3077052	2803691	2351861	1890907	1510768	1046295	737776	469391	298998	202827	
MY2693	UNKNOWN		UNKNOWN	65921319	65341497	2767504	12.8106	64186979	1397906	94418	56964	41508	29166	21007	16762	11031	7993	5948	5464	5119	5582	6249	9127	20096	4869685	4289458	3506631	2753831	2113001	1415084	977235	637419	402224	266142	
MY2713	UNKNOWN		UNKNOWN	64238522	63673714	3073486	14.0462	62520888	1387237	90583	53380	38620	28395	20130	15601	10578	7553	5726	5181	5039	5413	6678	10550	26970	4840024	4219873	3439904	2692474	2024530	1397165	929338	600503	372001	243756	
MY2741	UNKNOWN		UNKNOWN	46308540	45715614	1552350	11.5685	45101993	975735	65796	39410	28792	21030	15100	11058	7131	4926	3627	3109	3104	3387	4152	6149	14041	3424378	3040344	2500653	1969182	1529272	1009920	710776	470498	299548	198406	
MY518	UNKNOWN		UNKNOWN	41349713	41005981	1893364	56.9762	40013830	856221	59795	37004	28100	20338	15057	30981	27119	23747	21889	20842	20535	21503	24068	35524	93160	3086450	2808078	2362413	1918491	1555648	1157638	812886	486711	308659	209873	
MY679	UNKNOWN		UNKNOWN	31185664	30863902	1492184	13.0383	30333506	691628	44823	26061	19637	15225	11216	7162	4274	2246	1396	819	710	964	1943	4415	19639	2304837	2019610	1656588	1279690	941777	675722	432322	283316	175992	119268	
MY772	UNKNOWN		UNKNOWN	70888831	70394060	4250391	8.57059	68977171	1557023	109378	65894	49304	35890	25094	16998	10573	6067	3802	3204	2926	3030	3723	5795	12959	5392252	4762453	3908268	3056367	2306082	1595316	1072133	694370	434039	292176	
MY795	UNKNOWN		UNKNOWN	37505476	37053583	2118154	12.4818	36486488	841323	53006	28881	20718	15283	10941	6954	4124	2220	1167	745	746	1044	1962	5188	24686	2785610	2418107	1966199	1509351	1100643	793279	502647	324023	199738	134922	
MY920	UNKNOWN		UNKNOWN	74406305	73906892	4866932	8.11083	72416210	1624404	112766	67238	51218	37268	25482	17627	10904	6431	3874	3139	3005	3226	3781	5829	13903	5514173	4941020	4129219	3301580	2540065	1740160	1185816	787833	495979	342336	
N2	UNKNOWN		UNKNOWN	35160411	35142209	1265465	18.6168	34163751	717398	62268	46448	40562	31598	22377	12872	6761	4013	3021	3462	4767	8167	21175	11771	0	1580978	2875970	2409827	1905537	1439515	536809	785758	479328	298469	178984	
NIC1	UNKNOWN		UNKNOWN	54619781	45299843	1569827	16.4022	53189359	1031347	75888	56214	48415	37702	27039	16225	9635	6086	4718	6389	8258	15073	52357	35076	0	2325372	4321488	3925055	3501976	3151209	1388206	2370318	1829918	1323324	841170	
NIC1049	UNKNOWN		UNKNOWN	39634320	39417079	1633660	5.40671	38620951	872877	50950	27011	19199	14075	9929	6000	3196	1674	785	364	297	311	509	1186	5006	2773976	2384404	1899491	1429580	1030116	700304	459016	293420	180948	117895	
NIC1107	UNKNOWN		UNKNOWN	65188193	64842635	4308649	9.3925	63468119	1443948	88992	49098	36041	26953	19654	12027	6542	3425	1849	1396	1296	1673	2582	5352	19246	4586435	3922701	3138586	2368266	1684398	1170117	740048	465717	283929	185951	
NIC1119	UNKNOWN		UNKNOWN	44601688	44312501	2168263	8.19154	43207521	1229314	59515	26422	19006	14610	11694	9074	6634	4591	3230	2126	1524	1037	819	665	609	3159393	2638332	2053946	1516993	1104286	686748	475585	303574	192547	123019	
NIC166	UNKNOWN		UNKNOWN	48058562	45856663	2362754	18.301	46636502	972324	88867	73980	66153	54620	39753	23207	12682	8129	3805	4101	5962	11388	34373	22716	0	2254506	4134503	3603027	2984511	2405041	937238	1435168	950828	638234	380679	
NIC1698	UNKNOWN		UNKNOWN	33931878	33786908	4286020	8.82426	32968971	837176	41352	19321	13703	10326	8028	5976	4275	3128	2139	1673	1331	1134	1011	894	954	2187503	1832294	1412307	1042775	788040	447030	321914	206384	128792	83943	
NIC1700	UNKNOWN		UNKNOWN	38018661	37920383	4193058	10.5556	36898967	965491	46599	21141	15931	11826	9377	7057	5349	4014	2856	2135	1859	1634	1433	1507	1613	2514420	2080082	1590852	1167141	860219	490614	343522	216287	131759	84498	
NIC1772	UNKNOWN		UNKNOWN	36733985	36625734	4313043	10.2984	35532345	1032076	54623	25487	19094	14191	12435	9572	7344	5399	3534	2427	1684	1339	999	904	898	2767132	2332993	1827734	1359105	1002272	600535	414821	261486	161419	103444	
NIC1773	UNKNOWN		UNKNOWN	39039583	38851276	4587573	9.77341	37820966	1042745	53042	24203	18123	13811	12045	9574	7488	5648	4009	2819	2014	1557	1453	1355	1440	3167548	2684128	2097235	1569012	1156857	693363	481571	303643	186360	120071	
NIC1775	UNKNOWN		UNKNOWN	39221502	39111472	5273384	10.2786	37942078	1109389	56718	25427	18981	14415	11886	9344	7087	5319	3554	2437	1650	1259	913	908	886	2755132	2292939	1788450	1323405	981133	589769	403431	253005	155536	99286	
NIC1779	UNKNOWN		UNKNOWN	54167647	53897054	7743227	17.2764	52203103	1614702	85640	38639	28178	22514	18908	15669	13656	10777	8330	6477	5864	5250	4897	5008	4885	3908055	3214455	2535459	1872906	1380215	884044	581319	364292	229087	145806	
NIC1780	UNKNOWN		UNKNOWN	67540944	67073772	8761198	16.9171	65105197	2006514	107060	47885	35567	28461	23430	18978	15822	12600	9823	8113	6679	6113	5707	5405	5581	4856596	3966732	3094004	2271744	1658818	1054340	693008	431439	267970	163838	
NIC1782	UNKNOWN		UNKNOWN	25719598	25585568	4033002	12.5117	24792673	793623	45095	19966	14451	11504	9547	7330	6071	4632	3055	1860	1318	899	627	527	521	1822883	1507541	1186422	869467	629161	409234	269938	167238	105111	67332	
NIC1783	UNKNOWN		UNKNOWN	69609294	69155067	10359242	13.1099	67193411	2050999	107554	49023	36238	28301	22836	18208	15239	11758	8621	6037	4684	3886	3335	3055	2948	5262368	4303789	3347290	2445749	1750430	1121114	734678	454050	284829	181423	
NIC1785	UNKNOWN		UNKNOWN	60346766	60019452	8447180	14.1717	58262861	1758506	93455	41201	30503	24044	20293	16376	13566	10335	7699	5721	4490	3895	3524	3101	3087	4522161	3684443	2865731	2085295	1505813	946434	619702	384569	239558	149726	
NIC1786	UNKNOWN		UNKNOWN	76948394	76488963	12697618	12.1827	74328852	2258949	113561	50630	36932	28500	23679	18677	14834	11212	7899	5293	4234	3330	2706	2379	2440	5515414	4479483	3451691	2500617	1772639	1128047	741408	460982	286298	180638	
NIC1787	UNKNOWN		UNKNOWN	110849472	67199152	10588688	10.9291	108170360	2281473	112388	51401	37819	30486	25132	21396	17576	13562	9650	7088	5250	4468	4209	3906	3710	5545290	4697081	3843818	2948486	2281093	1741167	1452037	1392559	1507567	1845512	
NIC1788	UNKNOWN		UNKNOWN	71616404	67851419	9371410	11.9584	69160386	2078714	119240	55604	40881	31299	27002	20798	16859	12563	8502	5633	4478	3388	2426	2169	2108	5255044	4377268	3438422	2549019	1897547	1297183	964966	691378	490184	354946	
NIC1789	UNKNOWN		UNKNOWN	79987752	79366476	11569872	14.1157	77228769	2296512	114509	54053	40645	32545	27519	22224	19623	15044	11319	8757	7638	6602	5870	5818	5947	6713506	5541383	4326737	3176501	2274192	1458247	954075	601781	384713	250396	
NIC1790	UNKNOWN		UNKNOWN	27416241	27240711	2089757	11.2182	26571176	717384	39089	18581	14081	10469	8701	6465	5092	3882	2772	1965	1761	1491	1371	1337	1245	1878736	1610433	1274973	960839	747668	433803	313161	199402	126817	85254	
NIC1791	UNKNOWN		UNKNOWN	37226918	37012938	2993497	9.12198	36110836	951824	52980	26147	19608	14991	11576	8397	6462	4640	3216	2167	1847	1340	1181	1124	1003	2630624	2275497	1804204	1359189	1054676	610346	444686	284975	179752	118968	
NIC1792	UNKNOWN		UNKNOWN	25366716	25222093	1944745	11.4215	24601534	650225	34025	16372	11873	9437	7550	5597	4446	3449	2623	1899	1797	1674	1422	1364	1329	1717614	1461091	1162948	880754	687528	397434	287949	185970	117148	78859	
NIC1794	UNKNOWN		UNKNOWN	89459621	88972267	13164107	13.5042	86358400	2637808	136965	60492	45726	35517	28778	22757	19342	14505	10529	7287	6224	5153	4290	4237	4317	6462374	5304554	4130789	3006118	2164127	1371674	911513	565482	355888	227335	
NIC1796	UNKNOWN		UNKNOWN	56446229	55917144	7501993	13.9317	54417406	1707191	97738	45756	33733	25669	21179	17031	14196	10624	7771	5949	4361	3017	2433	2171	2106	4213113	3494338	2741033	2025293	1481010	939292	633175	407588	267724	178097	
NIC1798	UNKNOWN		UNKNOWN	61201327	60730730	9188698	14.7201	58894179	1931620	109075	48885	36461	28230	24130	19572	16166	12326	8802	6541	4943	3989	3551	3391	3370	4504575	3740042	2978544	2223488	1631459	1086446	706174	434972	275644	167141	
NIC1799	UNKNOWN		UNKNOWN	73479425	72935931	10223690	11.2914	70920148	2185552	119253	54970	40287	31083	25214	20140	16441	11968	8424	5389	4257	3018	2336	2017	1986	5558063	4608875	3652250	2706524	1986941	1270117	839721	518529	327677	208938	
NIC1801	UNKNOWN		UNKNOWN	60001690	59504261	8664897	12.2125	57982853	1717878	91617	42501	31702	24413	19601	15710	12814	9424	6965	5310	3655	2671	2231	2108	2008	4553036	3745922	2913315	2124400	1537339	955632	641683	403116	254360	165721	
NIC1802	UNKNOWN		UNKNOWN	60684231	60297965	7646970	13.4073	58614826	1738565	88822	40115	30487	23601	19222	15661	13111	10141	7618	5772	4906	4149	3771	3692	3676	4707205	3869443	3013952	2209094	1604934	1012510	670709	420328	263860	170399	
NIC1805	UNKNOWN		UNKNOWN	62041853	61766653	9146668	20.3043	59787003	1803795	93805	40650	30858	24925	21622	18434	15382	13179	11121	9304	8612	8281	8214	8466	8331	4661716	3833404	2992295	2197729	1591231	1015075	665371	416218	255477	159591	
NIC1806	UNKNOWN		UNKNOWN	73198607	72727225	11798999	12.8442	70630071	2188781	109681	49952	36600	27876	23568	18947	15764	11793	8713	6542	4598	4076	3712	3316	3292	5393241	4408339	3466799	2552600	1844802	1198527	779478	485947	301852	182175	
NIC1808	UNKNOWN		UNKNOWN	62778742	62454679	8507039	19.2694	60496235	1866760	100562	43071	32375	25619	21808	17940	15496	12920	10029	8269	7019	6639	6203	6020	6148	4492008	3663914	2841715	2070915	1487178	941554	613451	378967	237652	150267	
NIC1809	UNKNOWN		UNKNOWN	79827963	79510094	13073019	11.3275	77091238	2353179	128225	55564	41449	31655	27594	21568	17071	12937	8514	5607	3902	2959	2248	1861	1678	6099282	5004699	3908949	2862662	2045478	1302428	855494	534799	332053	208154	
NIC1810	UNKNOWN		UNKNOWN	50610623	45853280	6712766	15.0033	48864890	1462876	68941	30828	22569	17961	15244	12198	10383	8509	6542	5213	4455	4105	3858	3784	3818	3651755	3012597	2349776	1715536	1227759	800485	541549	369574	274459	228335	
NIC1811	UNKNOWN		UNKNOWN	63889445	50831102	7773801	11.848	61836410	1757155	95264	41276	30121	23163	19522	15921	12535	9732	6840	4651	3635	2808	2331	1934	1871	3850817	3221007	2556455	1922087	1456066	1087518	908698	828595	824920	876270	
NIC1812	UNKNOWN		UNKNOWN	54651411	54373225	8660282	11.4425	52746615	1644662	88019	37644	28598	21278	17163	13940	11183	8240	5551	3522	2776	2063	1547	1264	1232	3997399	3257733	2531457	1853827	1323653	847289	557540	347784	214155	132698	
NIC1832	UNKNOWN		UNKNOWN	76301478	75754034	12627600	17.7018	73546390	2283039	120427	52751	39463	30680	26402	20931	17885	14488	10979	8804	7890	6777	6191	6266	6130	5474117	4451323	3437846	2487528	1763734	1144179	743542	458793	282535	175922	
NIC195	UNKNOWN		UNKNOWN	58656756	56653996	3293636	24.0167	56861254	1177323	117603	95637	87324	71317	52679	33622	20199	9922	6476	6947	8058	17627	55218	35550	0	2844357	5267119	4487447	3580539	2818741	1083664	1609946	1030797	665026	405204	
NIC199	UNKNOWN		UNKNOWN	47892346	47164381	1561194	13.9364	46682917	948197	67952	44319	35055	25465	16978	9761	5271	3269	2909	4079	5018	9169	20962	11025	0	2081196	3714823	3082220	2419275	1806125	676024	977532	603185	374630	223249	
NIC2	UNKNOWN		UNKNOWN	67018685	49349468	2298162	13.4431	65362419	1234701	79274	57396	48916	38381	27899	15913	8778	5299	3469	4459	6762	16181	64862	43976	0	2583402	4946983	4636646	4359842	4180193	1930320	3506249	2861397	2121955	1363638	
NIC2021	UNKNOWN		UNKNOWN	25405757	25278496	2813559	10.5155	24606101	696364	34011	14822	10898	8385	6784	5452	4219	3024	2123	1517	1118	848	727	693	746	1724878	1427142	1097139	805977	588660	353496	239944	150069	92997	58602	
NIC207	UNKNOWN		UNKNOWN	54945737	54614109	3898708	88.064	52988082	1062899	77680	52787	43902	33098	22588	13710	17844	17605	22377	29378	37529	75016	269129	182113	0	2493538	4517537	3818692	3056987	2728659	924978	1328795	756695	483192	284400	
NIC2076	UNKNOWN		UNKNOWN	42251200	42088821	5837266	10.5157	40884904	1176790	59517	27452	20787	15854	13055	10439	7866	5971	3900	2761	2007	1562	1415	1305	1177	3118604	2606132	2021856	1501597	1104309	663464	455663	286060	176632	112105	
NIC2088	UNKNOWN		UNKNOWN	34489426	34310887	3481006	6.85178	33664328	706998	37430	19544	14330	10369	7747	5405	3978	2858	2369	1702	1441	1194	1076	991	911	2166974	1936306	1560692	1213635	1009384	539554	432383	292252	185228	125959	
NIC2099	UNKNOWN		UNKNOWN	35508369	35466271	3675688	7.42737	34590911	790405	40065	20494	14543	11008	8180	6008	4469	3139	2299	1729	1427	1179	1138	1122	1059	2289937	2006021	1604687	1230317	992435	543610	412305	265753	165521	107781	
NIC2102	UNKNOWN		UNKNOWN	36259118	36137288	3548424	6.03803	35369929	770063	41868	20943	14745	10879	7791	5370	3828	2680	1822	1240	1054	845	701	617	594	2282024	2002185	1583713	1213451	981079	522157	404576	263137	164047	110743	
NIC2115	UNKNOWN		UNKNOWN	31032356	30961961	3231922	7.55154	30226909	687663	38746	19963	14120	10277	7898	5479	4035	2944	2075	1408	1194	1084	989	886	719	2024962	1773011	1409346	1081261	866905	467221	361370	235207	148898	99256	
NIC2117	UNKNOWN		UNKNOWN	31279374	31175425	3110414	7.61941	30438559	723963	39120	19690	14180	10358	7677	5728	4125	3048	1914	1410	1062	877	734	692	704	2014331	1753567	1390563	1055078	832466	456804	348750	226187	141848	93841	
NIC2118	UNKNOWN		UNKNOWN	34853986	34774131	3257924	6.78518	33985805	748062	40064	20080	14469	10386	7706	5314	3963	2832	1885	1449	1267	1178	983	954	778	2220768	1942776	1545991	1178746	958160	511668	401453	265236	167796	112900	
NIC2120	UNKNOWN		UNKNOWN	31741781	31606918	3227386	7.49571	30939491	681152	37780	20036	14291	10582	8040	5796	4166	3064	2274	1638	1351	1235	1092	931	921	2100262	1865376	1491761	1152942	942346	508594	400689	266113	167429	114643	
NIC2126	UNKNOWN		UNKNOWN	38735216	38592690	3784312	5.93132	37798168	804630	44939	22922	16531	11797	8657	5935	4580	3141	2129	1514	1206	1064	928	818	738	2487041	2224811	1800395	1407924	1169370	630388	504948	336235	215251	146859	
NIC2127	UNKNOWN		UNKNOWN	41883789	41769858	4336516	6.73444	40806937	925200	49885	25834	18440	12984	10058	7201	5168	3665	2661	1855	1542	1290	1169	1058	1014	2766428	2439392	1959507	1518319	1237640	675968	528288	348492	219845	149964	
NIC2129	UNKNOWN		UNKNOWN	39069814	38901262	3689440	8.3023	38079669	837952	45907	23819	17353	12629	9656	6816	5218	4029	3057	2538	2143	1996	1790	1646	1446	2574162	2282486	1833807	1416908	1160255	628458	496658	327215	208122	139165	
NIC2131	UNKNOWN		UNKNOWN	39244520	39208366	4066376	7.68132	38281790	821163	42893	22151	15947	11604	8687	6526	4739	3597	2769	2154	1916	1784	1666	1562	1488	2539545	2253029	1809530	1405449	1159476	617684	490868	325195	203999	139298	
NIC231	UNKNOWN		UNKNOWN	56344691	51097496	1677907	10.6164	54940796	1096819	76066	51464	41489	31442	21528	12867	7989	4914	3198	3360	4884	9418	23734	14723	0	2515812	4580038	4016568	3380784	2757872	1121695	1744888	1198584	797623	484095	
NIC236	UNKNOWN		UNKNOWN	35587768	33948556	1187071	9.7062	34663584	701639	56510	41906	35495	27248	18470	11058	5625	2800	1926	2082	2388	3661	8618	4758	0	1565042	2850442	2422860	1974104	1535545	604720	940473	632198	420408	259088	
